Title,Author,Rating,ISBN,Genre,Publisher,PublishDate
Tower of Dawn,Sarah J. Maas (Goodreads Author),4.35,9781681195773,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Fae', 'Paranormal']",Bloomsbury USA Childrens,September 5th 2017
The Lions of Al-Rassan,Guy Gavriel Kay (Goodreads Author),4.29,9780060733490,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical Fantasy', 'Historical', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Alternate History', 'Romance']",Harper Voyager,June 28th 2005
The Bachman Books,"Richard Bachman (Pseudonym), Stephen King (Goodreads Author)",4.12,9780452277755,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Dark', 'Fantasy', 'Anthologies', 'Contemporary']",Plume,October 1st 1996
"Fullmetal Alchemist, Vol. 1","Hiromu Arakawa, Akira Watanabe (Translator)",4.5,9781591169208,"['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Young Adult', 'Steampunk', 'Adventure', 'Comics Manga']",VIZ Media LLC,May 3rd 2005
The Curse of Chalion,Lois McMaster Bujold (Goodreads Author),4.12,9780007133611,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Romance', 'Audiobook', 'Magic', 'Adult', 'Science Fiction']",Voyager,February 3rd 2003
The Book of Illusions,Paul Auster,3.85,9780312990961,"['Fiction', 'Mystery', 'Contemporary', 'American', 'Literature', 'Novels', 'The United States Of America', 'Literary Fiction', 'Drama', 'Thriller']",Picador Paper,July 13th 2003
Glass,Ellen Hopkins (Goodreads Author),4.29,9781416940906,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Mental Health', 'Romance', 'Abuse', 'High School']",Margaret K. McElderry Books,August 21st 2007
"South of the Border, West of the Sun","Haruki Murakami, Philip Gabriel (Translator)",3.87,9780099448570,"['Fiction', 'Japan', 'Japanese Literature', 'Contemporary', 'Romance', 'Novels', 'Literature', 'Magical Realism', 'Asia', 'Asian Literature']",Vintage,December 1st 2006
Steelheart,Brandon Sanderson (Goodreads Author),4.14,9780385743563,"['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Urban Fantasy', 'Superheroes', 'Audiobook', 'Adventure', 'Science Fiction Fantasy']",Delacorte Press,September 24th 2013
Utopia,"Thomas More, Paul Turner (Annotations)",3.54,9780140449105,"['Classics', 'Philosophy', 'Fiction', 'Politics', 'Literature', 'Dystopia', 'School', 'Science Fiction', 'Utopia', 'British Literature']",Penguin Classics,May 6th 2003
The Crossing,Cormac McCarthy,4.13,9780394574752,"['Fiction', 'Westerns', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Literary Fiction', 'Contemporary', 'Classics', 'Adventure']",Knopf Publishing Group,June 7th 1994
The Garden of Eden,Ernest Hemingway,3.73,9780684804521,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'Romance', 'France', 'Literary Fiction', '20th Century', 'Classic Literature']",Scribner,25/06/05
Kristin Lavransdatter,"Sigrid Undset, Tiina Nunnally (Translator), Brad Leithauser (Introduction)",4.29,9780143039167,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Scandinavian Literature', 'Literature', 'Novels', 'Medieval', 'Nobel Prize', 'Audiobook']",Penguin Books,September 27th 2005
Angel,L.A. Weatherly (Goodreads Author),3.87,9781409521969,"['Angels', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy', 'Fiction', 'Teen']",Usborne Publishing Ltd,October 1st 2010
White Hot Kiss,Jennifer L. Armentrout (Goodreads Author),4.24,9781335009197,"['Fantasy', 'Paranormal', 'Young Adult', 'Romance', 'Demons', 'Paranormal Romance', 'Urban Fantasy', 'Supernatural', 'New Adult', 'Angels']",Inkyard Press,March 26th 2019
The Gift of the Magi,"O. Henry, Lisbeth Zwerger (Illustrator)",4.09,9781416935865,"['Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Literature', 'Holiday', 'Young Adult', 'School', 'Picture Books']",Simon Schuster Books for Young Readers,October 3rd 2006
Autobiography of a Yogi,Paramahansa Yogananda,4.21,9780876120835,"['Spirituality', 'Biography', 'Nonfiction', 'Philosophy', 'Religion', 'Autobiography', 'Memoir', 'India', 'Hinduism', 'Self Help']",Self-Realization Fellowship Publishers,May 1st 1994
The Baron in the Trees,"Italo Calvino, Archibald Colquhoun (Translator), Ana Goldstein (Translator)",4.06,9999999999999,"['Fiction', 'Classics', 'Italian Literature', 'Italy', 'Fantasy', 'Literature', 'Novels', 'Magical Realism', 'Historical Fiction', 'Literary Fiction']",Mariner Books,March 28th 1977
Golden Son,Pierce Brown (Goodreads Author),4.44,9780345539823,"['Science Fiction', 'Fantasy', 'Dystopia', 'Fiction', 'Young Adult', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Space']",Del Rey,January 6th 2015
The Ghost Moth (The Red Grouse Tales),Leslie Garland (Goodreads Author),4.3,B08D6QNWWK,"['Fiction', 'Novels', 'Drama', 'Contemporary']",Amazon,July 25th 2020
Story of the Eye,"Georges Bataille, Joachim Neugroschel (Translator), Dovid Bergelson (Translation)",3.66,9780872862098,"['Fiction', 'France', 'Erotica', 'Classics', 'Horror', 'Literature', 'Philosophy', 'Novels', 'French Literature', 'Thriller']",City Lights Publishers,January 1st 2001
The Well House,M.S. Matassa (Goodreads Author),4.37,9781478723356,"['Fiction', 'Drama', 'Contemporary', 'Novels', 'Epic']",Outskirts Press,February 22nd 2014
Falling Kingdoms,"Morgan Rhodes (Goodreads Author), Michelle Rowen (Goodreads Author)",3.79,9781595145840,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'High Fantasy', 'Young Adult Fantasy', 'Fiction', 'Adventure', 'Epic Fantasy', 'Audiobook']",Razorbill,December 11th 2012
Ship of Destiny,Robin Hobb (Goodreads Author),4.2,9780553575651,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Epic', 'Magic', 'Adult']",Spectra Books,November 27th 2001
Thief of Time,Terry Pratchett,4.23,9780061031328,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Time Travel', 'Science Fiction', 'High Fantasy', 'Novels']",HarperTorch,30/06/05
Children of Blood and Bone,Tomi Adeyemi (Goodreads Author),4.11,9781250170972,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Audiobook', 'Romance', 'Adventure', 'High Fantasy', 'Africa']",Henry Holt Company,March 6th 2018
Death Comes for the Archbishop,Willa Cather,3.91,9780679728894,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'Religion', 'American', 'Westerns', 'Historical', 'Literary Fiction']",Vintage,June 16th 1990
Coming Storm,David J Morden (Goodreads Author),4.23,9781542316392,"['Young Adult', 'Fiction', 'Adventure', 'Adult', 'Fantasy', 'New Adult', 'Science Fiction Fantasy', 'Novels', 'Science Fiction', 'Teen']",CreateSpace Independent Publishing Platform,May 17th 2017
The Richest Man in Babylon,George S. Clason,4.27,9780451205360,"['Finance', 'Business', 'Self Help', 'Nonfiction', 'Personal Finance', 'Money', 'Personal Development', 'Economics', 'Classics', 'Philosophy']",Berkley Books,February 1st 2008
Furies of Calderon,Jim Butcher (Goodreads Author),4.11,9780441012688,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Young Adult']",Ace,June 28th 2005
Dune Messiah,Frank Herbert,3.88,9780593098233,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Space Opera', 'Audiobook', 'Novels', 'Speculative Fiction', 'Space']",Ace Books,June 4th 2019
ÙƒÙ„ÙŠÙ„Ø© ÙˆØ¯Ù…Ù†Ø©,"Ø¹Ø¨Ø¯ Ø§Ù„Ù„Ù‡ Ø¨Ù† Ø§Ù„Ù…Ù‚ÙØ¹, Ø¨ÙŠØ¯Ø¨Ø§Ø¡, Ø¹Ø¨Ø¯ Ø§Ù„ÙˆÙ‡Ø§Ø¨ Ø¹Ø²Ø§Ù… (Editor)",4.11,9999999999999,"['Fiction', 'Classics', 'Literature', 'Short Stories', 'Novels', 'Philosophy', 'Fantasy', 'Unfinished', 'Anthologies', 'Iran']",Ø¯Ø§Ø± Ø§Ù„Ø´Ø±ÙˆÙ‚,29/06/05
Moon Tiger,Penelope Lively,3.84,9780802135339,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Thriller', 'Suspense', 'Novels', 'Drama', 'War', 'Contemporary', 'British Literature']",Grove Press,September 18th 1997
The Golden Notebook,Doris Lessing,3.76,9780060931407,"['Fiction', 'Classics', 'Feminism', 'Literature', 'Novels', 'Nobel Prize', 'Womens', 'Literary Fiction', 'British Literature', '20th Century']",Harper Perennial Modern Classics,February 3rd 1999
Becoming,Michelle Obama (Goodreads Author),4.53,9999999999999,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Politics', 'Biography Memoir', 'Feminism', 'Adult', 'History']",Crown,November 13th 2018
Elsewhere,Gabrielle Zevin (Goodreads Author),3.9,9999999999999,"['Young Adult', 'Fantasy', 'Fiction', 'Romance', 'Death', 'Teen', 'Paranormal', 'Contemporary', 'Supernatural', 'Audiobook']",Square Fish,May 15th 2007
The Hero and the Crown,Robin McKinley,4.21,9780441328093,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Romance', 'Magic', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'High Fantasy']",Ace,April 15th 1987
The Analyst,John Katzenbach,4.13,9780552150217,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Novels', 'Psychology', 'Contemporary', 'Adult']",Corgi,July 1st 2003
House of Spies,Daniel Silva,4.3,9780062354365,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Suspense', 'Spy Thriller', 'Novels', 'Audiobook', 'Adult']",Harper,July 11th 2017
The Goddess Test,Aimee Carter (Goodreads Author),3.8,9780373210268,"['Young Adult', 'Fantasy', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Fiction', 'Paranormal Romance', 'Retellings', 'Supernatural']",Harlequin Teen,April 19th 2011
The Lost Colony,Eoin Colfer,4,9999999999999,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Magic', 'Urban Fantasy', 'Audiobook']",Miramax Books/Hyperion Books for Children,September 15th 2006
Bird Box,Josh Malerman (Goodreads Author),4.01,9999999999999,"['Horror', 'Fiction', 'Thriller', 'Dystopia', 'Mystery', 'Science Fiction', 'Post Apocalyptic', 'Audiobook', 'Adult', 'Suspense']",Ecco,May 13th 2014
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.85,9780062515674,"['Self Help', 'Nonfiction', 'Philosophy', 'Spirituality', 'Personal Development', 'Inspirational', 'Psychology', 'Business', 'Unfinished', 'Audiobook']",HarperOne,April 21st 1999
Mostly Harmless,Douglas Adams,3.97,9780345379337,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Adventure', 'Novels']",Del Rey,October 19th 1993
A Merciful Truth,Kendra Elliot (Goodreads Author),4.27,B01MQ2HAAJ,"['Mystery', 'Romantic Suspense', 'Thriller', 'Crime', 'Fiction', 'Romance', 'Suspense', 'Contemporary', 'Mystery Thriller', 'Audiobook']",Montlake Romance,June 6th 2017
Desert Solitaire,Edward Abbey,4.22,9780345326492,"['Nonfiction', 'Nature', 'Memoir', 'Travel', 'Environment', 'Adventure', 'Outdoors', 'Biography', 'Philosophy', 'Classics']",Ballantine Books,January 12th 1985
Burr,Gore Vidal,4.07,9780375708732,"['Historical Fiction', 'Fiction', 'Politics', 'American History', 'Historical', 'Novels', 'American', 'Literature', 'American Revolution', 'Classics']",Vintage,February 15th 2000
Everblaze,Shannon Messenger (Goodreads Author),4.61,9781442445994,"['Fantasy', 'Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Magic', 'Childrens', 'Young Adult Fantasy', 'Elves', 'Mystery']",Aladdin,November 4th 2014
Dreamcatcher,"Stephen King (Goodreads Author), William Olivier Desmond (Translator), Maria Teresa Marenco (Translator)",3.63,9782226131904,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Aliens', 'Supernatural', 'Paranormal', 'Mystery', 'Suspense']",Albin Michel,March 1st 2002
Daisy Jones & The Six,Taylor Jenkins Reid (Goodreads Author),4.2,9781524798628,"['Historical Fiction', 'Fiction', 'Audiobook', 'Adult', 'Contemporary', 'Music', 'Historical', 'Adult Fiction', 'Romance', 'Book Club']",Ballantine Books,March 5th 2019
The Solitude of Prime Numbers,"Paolo Giordano, Shaun Whiteside (Translator)",3.61,9780670021482,"['Fiction', 'Contemporary', 'Italian Literature', 'Romance', 'Italy', 'Novels', 'Literature', 'Young Adult', 'Drama', 'Roman']",Pamela Dorman Books,March 18th 2010
RubÃ¡iyÃ¡t of Omar KhayyÃ¡m,"Omar KhayyÃ¡m, Edward FitzGerald (Translator)",4.18,9781905432455,"['Poetry', 'Classics', 'Philosophy', 'Literature', 'Fiction', 'Iran', 'Religion', 'Spirituality', 'Islam', 'Asia']",Dodo Press,June 30th 2005
Exile,Shannon Messenger (Goodreads Author),4.55,9781442445987,"['Fantasy', 'Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Magic', 'Childrens', 'Young Adult Fantasy', 'Elves', 'Mystery']",Aladdin,October 1st 2013
The Time Keeper,Mitch Albom (Goodreads Author),3.87,9781401322786,"['Fiction', 'Fantasy', 'Inspirational', 'Contemporary', 'Adult Fiction', 'Adult', 'Time Travel', 'Novels', 'Science Fiction', 'Audiobook']",Hachette Books,September 4th 2012
The Alloy of Law,Brandon Sanderson (Goodreads Author),4.2,9780765330420,"['Fantasy', 'Fiction', 'Steampunk', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Magic', 'Science Fiction Fantasy', 'Science Fiction']",Tor Books,November 8th 2011
The Education of Little Tree,Forrest Carter,4.12,9780826328090,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Childrens', 'Book Club', 'Coming Of Age', 'American', 'Historical', 'Education']",University of New Mexico Press,August 31st 2001
The Woman in the Window,A.J. Finn,3.94,9999999999999,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime', 'Psychological Thriller', 'Adult', 'Adult Fiction']",William Morrow,January 2nd 2018
"Ronia, the Robber's Daughter","Astrid Lindgren, Patricia Crampton (Translation)",4.28,9780140317206,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Adventure', 'Middle Grade', 'Young Adult', 'Scandinavian Literature', 'Novels']",Puffin Books,February 5th 1985
Alexander Crowley - A New King in Town,Don Barr,4.41,B079GRVRN5,"['Contemporary', 'Novels', 'Fiction', 'Book Club', 'Drama', 'Epic', 'Adventure', 'Adult', 'Fantasy', 'New Adult']",Between the Lines Publishing,January 30th 2018
Narrative of the Life of Frederick Douglass,Frederick Douglass,4.04,9781580495769,"['Nonfiction', 'History', 'Classics', 'Biography', 'Memoir', 'School', 'Autobiography', 'African American', 'American History', 'Historical']",Ingram,September 1st 2004
Gregor the Overlander,Suzanne Collins,4,9780439771344,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Juvenile', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy']",Scholastic,May 1st 2005
Lover Reborn,J.R. Ward (Goodreads Author),4.34,9780451235848,"['Paranormal', 'Paranormal Romance', 'Vampires', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",NAL,March 27th 2012
A Merciful Death,Kendra Elliot (Goodreads Author),4.13,B01EN506CO,"['Mystery', 'Fiction', 'Romantic Suspense', 'Thriller', 'Romance', 'Suspense', 'Crime', 'Mystery Thriller', 'Contemporary', 'Audiobook']",Montlake Romance,January 17th 2017
Archangel's Kiss,Nalini Singh (Goodreads Author),4.22,9780425233368,"['Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Romance', 'Angels', 'Fantasy', 'Vampires', 'Adult', 'Supernatural', 'Fiction']",Berkley Sensation,February 2nd 2010
In and Out of Step,Christine M. Knight (Goodreads Author),4.02,9780987434838,['Fiction'],Highlight Publishing,January 14th 2013
Torment,Lindsay Anne Kendal (Goodreads Author),3.96,9781937085735,"['Vampires', 'Fantasy', 'Paranormal', 'Horror', 'Young Adult', 'Romance', 'Witches', 'Demons', 'Angels', 'Paranormal Romance']",World Castle Publishing,November 1st 2011
Memories Of My Future,"Ammar Habib (Goodreads Author), Anil Sinha",4.31,B01J67SEK0,"['Historical Fiction', 'Historical', 'India', 'Fiction', 'Pakistan', 'Medicine', 'Medical', 'Inspirational', 'Cultural', 'Doctors']",Sinha Medical Device,July 26th 2016
Revelations,Lindsay Anne Kendal (Goodreads Author),4.03,9781937085780,"['Vampires', 'Young Adult', 'Horror', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Witches', 'Demons', 'Paranormal Romance']",World Castle Publishing,May 15th 2013
The Clown,"Heinrich BÃ¶ll, Leila Vennewitz (Translator)",3.99,9780140187267,"['Fiction', 'German Literature', 'Novels', 'Classics', 'Germany', 'Literature', 'Nobel Prize', '20th Century', 'Literary Fiction', 'Unfinished']",Penguin Classics,June 1st 1994
The Dark Is Rising Sequence,Susan Cooper (Goodreads Author),4.28,9780020425656,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Arthurian', 'Classics', 'Science Fiction Fantasy', 'Adventure', 'Magic', 'Mythology']",Simon & Schuster,January 1st 1986
Chess Story,"Stefan Zweig, Peter Gay (Introduction), Joel Rotenberg (Translator)",4.29,9781590171691,"['Fiction', 'Classics', 'German Literature', 'Short Stories', 'Literature', 'Novels', 'Novella', '20th Century', 'Chess', 'Historical Fiction']",NYRB Classics,December 9th 2005
"The Holy Bible: New American Standard Version, NASB",Anonymous,4.6,9781585161782,"['Christian', 'Religion', 'Nonfiction', 'Reference', 'Theology', 'Christianity', 'Classics', 'History', 'Spirituality', 'Christian Non Fiction']",Lockman Foundation; American Bible Society,January 28th 1995
The Cay,Theodore Taylor,3.77,9780440229124,"['Fiction', 'Young Adult', 'Historical Fiction', 'Classics', 'Childrens', 'School', 'Adventure', 'Survival', 'Read For School', 'Middle Grade']",Laurel Leaf,April 8th 2003
Through the Ever Night,Veronica Rossi (Goodreads Author),4.14,9780062072061,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Paranormal', 'Adventure', 'Teen']",HarperCollins,January 8th 2013
Nevernight,Jay Kristoff (Goodreads Author),4.24,9781250073020,"['Fantasy', 'Young Adult', 'Fiction', 'Adult', 'New Adult', 'High Fantasy', 'Audiobook', 'Young Adult Fantasy', 'Magic', 'Romance']",St. Martin's Press,August 9th 2016
Feed,Mira Grant,3.85,9780316081054,"['Horror', 'Zombies', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult', 'Fantasy', 'Thriller', 'Audiobook']",Orbit,May 1st 2010
A Thousand Acres,Jane Smiley (Goodreads Author),3.8,9781400033836,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', 'Family', 'Adult Fiction', 'American', 'Classics', 'Book Club']",Anchor,December 2nd 2003
The Trumpet of the Swan 50th Anniversary,"E.B. White, Fred Marcellino (Illustrator)",4.08,9780064408677,"['Classics', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Young Adult', 'Middle Grade', 'Juvenile', 'Chapter Books', 'School']",HarperTrophy,22/06/05
The Bear and the Nightingale,Katherine Arden (Goodreads Author),4.09,9781101885932,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Fairy Tales', 'Russia', 'Mythology', 'Adult', 'Audiobook']",Del Rey Books,January 10th 2017
